工具	0.00069525285	0.00062262046	0.0044011655	-0.0050294576	-0.0033519126	-0.0050996663	-0.004085831	-0.0067767105	-0.009273625	0.008792627	-0.008516639	0.007765086	-0.0099336775	0.0055556046	-0.0034212836	0.00035871132	-0.0043474836	-0.00019958342	-0.0009842854	0.00058741245	-0.0021460343	0.0007325316	0.00651688	-0.0012978356	-0.0027614904	-0.0073717884	-0.0028022656	-0.007492391	-0.0063525997	0.009056773	-0.00821402	-0.00035591755	0.006696162	0.00906364	-0.0070723365	-0.0067351353	-0.002535132	0.0010763414	0.009191687	-0.0058459886	-0.0067018964	-0.0049396823	0.007485042	-0.009406374	-0.0023933493	-0.007618758	-0.00685765	0.0083481725	-0.00996271	-0.0035805034	0.008317704	0.002157263	-0.008571065	-0.00069619424	0.009418005	-0.0019876955	0.0005709374	0.00064553396	0.0032125288	-0.006254833	0.00679642	0.00976369	-0.0071459813	0.006371652	0.006343871	0.0048355726	-0.0025856232	-0.00062501547	0.006771366	-0.0069438904	0.0065831556	0.008413481	0.0036342517	-0.0031717555	0.0011849123	-0.009003739	0.008641584	-0.0031662812	-0.008859395	0.0058890786	0.0031585745	0.00246268	-0.008934725	0.0050273505	0.0027445036	0.005873502	0.0065449965	-0.0057634017	-0.0057801325	0.008477419	0.0006199469	-0.0012332042	-0.004243752	0.0027867754	0.0050701136	-0.009962311	0.001064184	0.009879845	-0.0043848185	-0.004389165
書籍	-0.003969996	0.004771607	0.006519005	-0.0036569368	-0.007516463	0.007800388	-0.0070412015	0.0018766106	-0.0052743913	-0.0074794735	0.0055283024	-0.007125627	0.003404516	0.0038619076	-0.00879544	-0.006541122	0.00588727	0.00014585376	-0.007572962	0.009835489	-0.0047002374	-0.009919848	0.0084833205	-0.009668405	0.0010671663	0.009861691	0.0015561867	0.0016927767	-0.0022365022	-0.0074618007	0.001453836	0.007946043	-0.0081779435	0.0076076053	-0.0016990697	0.0007240081	-0.006691903	0.0024358404	-0.0063529382	-0.0045362567	0.0044322433	-0.008989607	-0.0010563695	0.0018913519	-0.0073594283	-0.004104897	-0.0031299687	0.0032724203	0.009534179	0.0067249024	-0.006204685	-0.00963679	-0.008961759	0.0019142746	-0.0068747904	-0.0053743897	0.006947832	0.0074777696	0.006780615	-0.00492671	0.0023936927	0.0022154022	-0.006295053	0.0010708165	0.0005051303	-0.0020766712	0.0050332593	0.0035524142	0.00065309525	0.004515392	0.00526217	0.0013387549	-0.004646517	0.005168444	0.0043522776	0.009668341	-0.00700431	-0.0016145527	0.008484533	0.000291661	0.008852457	-0.009750604	-0.009296604	0.0059205713	-0.002831378	0.0004046011	-0.001439811	-0.0018407714	0.008789485	-0.0081185615	0.0054443385	0.007793127	0.0031482351	-0.002099856	-0.006799724	0.0036516308	-0.0006240439	-0.0070125177	-0.0028069937	0.009230992
新	-0.000405295	-0.00061350246	0.008379367	-0.0069866986	-0.0038730854	-0.006381947	-0.0051184953	0.00814246	0.008815328	-0.009107659	0.0026422427	-0.005343674	-0.0061488566	-0.0041591357	-0.0061126356	-0.00019628178	0.009913348	0.0017288796	0.004465307	-0.00013411262	-0.0097224675	-0.008318357	-0.0046229693	-0.005126923	0.0068119923	0.006871907	0.007083458	0.0027517087	0.0011236356	0.002983135	-0.0018639849	0.0034043076	0.005889207	0.0052583646	0.0022769922	-0.008838356	0.0044990876	-0.0026679737	0.004873789	0.000790282	0.0076244725	-0.0032314672	0.008627742	0.0068901023	-0.0033780748	-0.00034826263	0.0006271998	0.005373037	0.0037834407	0.0070410436	-0.0026028412	9.612142e-05	-0.0013825503	0.0081916135	-0.0039005878	0.0017424292	-0.007597175	0.0070059085	-0.0023159415	-0.0031883768	0.001658056	-2.4299441e-05	0.006959982	0.000627862	0.0003396406	-0.007901148	-0.00956222	-0.0020291759	0.009965152	0.008347847	0.0025800555	0.0026169051	-0.0021702547	-0.0064504454	-0.009829676	-0.0032225156	-0.0036704033	-0.0061682095	-0.004816758	-0.009504505	0.0021591044	0.008549657	0.003816143	-0.0010360741	-0.0015948412	-0.0038498126	-0.007152373	0.0019694516	0.0013310914	-0.009854206	-0.0016894067	-0.004439636	-0.0065947874	0.0040611415	0.00051631144	0.002675832	0.0042698514	0.009636638	0.0060556023	0.0024074821
視野	-0.007730074	0.0030458362	0.009256869	0.0073577636	-0.00453226	-0.00091604015	0.00061613746	-0.0050539616	-0.0046366234	-0.005268985	0.009888811	0.00493413	0.00681618	0.0063426476	0.009193774	-0.007890589	0.0076338523	-0.0086798975	-0.0005077729	0.0018838212	-0.0028516771	-0.007078765	-0.0061447183	0.006503998	-0.003623327	-0.003807631	0.0084669115	-0.007135415	0.008304413	0.008432258	0.001967844	-0.0066944445	-0.0068778335	-0.004305835	0.0015356313	-0.0069320127	-0.0008798695	-0.007703396	0.00080523966	-0.009580269	0.0041858	-0.008894518	-0.0061017997	-0.0065246494	0.006626742	-0.008946687	-0.0014212398	0.0018314	0.00031911716	0.0036024936	0.006078142	-0.0021321294	0.006559336	-0.0036403027	0.009698129	9.6339914e-05	0.004723231	0.0075092586	0.0058607836	0.0070212535	0.00073804794	-0.0091301	-0.00014431156	-0.0063652443	0.0077958214	-0.0052580014	-0.005437284	-0.0050132247	0.002843871	0.0014099717	0.008990869	-0.0016722546	-0.0043552597	-0.009020748	-0.009859178	-0.0025397937	0.008528748	0.0004613934	0.007869865	-0.007960335	-0.008129117	0.006682518	-0.007879892	-0.008955907	-0.0019206634	0.00851138	0.0037941083	-0.00802183	0.0067449077	0.006881145	0.006017564	0.008062727	-0.005196646	0.009601327	-0.0035914967	0.0060287737	0.0015964156	0.005601662	0.0025519882	0.0028426251
的	-0.0082173515	0.005480862	0.003099432	-0.0012192652	-0.00134555	0.007173455	-0.008290642	0.0039444487	-0.005971727	-0.008115359	0.0005305998	0.009514167	0.004724968	0.005230631	0.0043624514	0.0057226047	0.00027287437	-0.0074484637	0.0067887474	-0.0009959737	-8.540289e-06	-0.0025881976	-0.006351961	0.008545036	0.0056450176	0.0028675746	-0.0019445398	0.006446589	0.00091197545	-0.0011249547	-0.0009940155	-0.0054550716	-0.008152247	0.0010935399	0.007758898	-0.008726724	0.0071753995	0.006539404	-0.0044616214	0.002633608	-0.0066886586	0.0051532206	0.0040072254	-0.0029127714	-0.008644987	0.009419258	-0.0010821563	0.007872743	0.003565773	0.0055663306	0.005198769	-0.0061102863	-0.002723794	-0.0006563451	-4.830463e-05	-0.009123438	0.0009298922	-0.0069128955	0.0048651923	0.0036641571	0.008447526	0.0048850607	-0.0026685307	0.009351335	-0.001776606	-0.0034914042	0.00810586	-0.0025908388	-0.008469283	-0.00060430745	0.005924428	-0.006213549	-0.0007459868	-0.007407025	0.0037309611	-0.00048366064	-0.0033869038	-0.005465618	0.0012887288	0.0033942424	0.0088136215	-0.0012540556	-0.0067977286	0.0066604745	0.0025934465	0.004003567	-0.008058831	-0.0037604396	0.0053671193	0.0066474746	-0.001298084	0.0061000492	0.006844561	-0.0022394415	0.007954446	-0.0042353948	-0.005198794	0.0036622544	0.0027311838	-0.007209994
知識	-0.009914743	-0.009152802	-0.005612567	0.007684182	-0.00082687696	0.0041912654	-0.0017768103	-0.0065394784	-0.0025789386	-0.008157191	0.0054018013	-0.0063255206	-0.002469977	0.009603546	0.0018473967	-0.00082897244	0.00085899996	0.0056782314	-0.0049138637	0.0027246675	0.0074410555	0.0014437701	-0.0010719014	-0.0070905057	-0.005022753	0.0089154625	0.00082208693	-0.0039760065	-0.0016286529	0.0015628804	0.00074701913	0.0039954074	-0.0048473235	0.0029853135	-0.0011477526	0.008811866	-0.0068323645	-0.0070400103	-0.00076301454	0.00017174284	0.0038177252	-0.0019237386	0.008277993	-0.00051527575	-0.0074170846	-0.007614387	0.009467648	-0.0073130974	0.008961488	-0.00444069	-0.008137613	-0.003910617	0.0022919287	-0.0014335084	0.0057027875	0.0022241944	-0.0019869185	0.0026904596	0.009425126	-0.0017627208	-0.006929755	-0.0018250484	0.0068003708	-0.0056452807	0.008990182	0.0017572567	0.002030595	-0.0036565904	0.0084138205	-0.009278665	-0.0040227138	-0.0016372704	-0.0004543505	-0.0005186979	-0.007040349	-0.005489474	-0.008091587	0.0014515836	-0.0029848975	0.0013161675	0.0018036361	0.0040413486	0.0009388999	0.0029642289	0.0017419477	0.0030480423	0.0023330548	-0.003677308	-0.0050732074	0.0057470025	-0.0031529018	0.0009800037	-0.006051692	-0.0013651988	0.00059002254	0.0025195691	0.0005334816	-0.0027766472	0.0092286235	0.00025049967
我們	0.0023232591	0.00558294	0.0047897412	-0.00730402	0.0065117734	0.00072325434	-0.0035453362	0.00027796635	0.009330641	0.007154435	0.0066750883	-0.0007361937	0.005686129	-0.002285626	0.003735608	0.0027885546	-0.0049994187	-0.0046766796	-0.008784417	-0.0072088046	-0.0013400073	-0.00044915604	-0.0066945264	-0.001651754	0.0020903358	-0.005358856	-0.0032331464	-0.0026638638	0.000104482366	-0.0026625285	0.00473646	-0.0034523362	-0.0013201957	-0.0024053203	-0.0063471096	0.0037126362	-0.0052850265	-0.004074046	0.0058621233	0.008971771	0.0034189348	0.00831829	0.007081399	-0.00038999002	0.0054067657	-0.0034353612	-0.00078983646	0.0007182968	0.009209905	0.0069673904	-0.00021206037	0.0030454167	-0.0059566214	0.006095043	0.0010639052	0.00065548526	0.0053274827	0.00266128	-0.008550767	-0.00423632	-0.006465537	0.004692646	-0.009301281	-0.005951225	0.0019595462	0.0038893472	6.276464e-05	0.0072111506	0.008383006	-0.0073617	0.009063294	0.0022868512	0.0027234475	-0.008103392	0.0024373035	0.0045102537	0.0016283093	-0.008313414	0.00046295347	0.00872065	0.00447703	-0.0072467574	0.009186563	0.009182407	-0.0066145738	0.006023663	-0.0018601373	0.001867099	-0.0010891315	0.0056615155	0.0099320235	0.0059061553	0.008633332	0.008929514	-0.0082027055	-0.0049369955	0.0044454946	0.0018160432	-0.0090037035	-0.008104501
是	-0.004695238	-0.0064282077	0.0036453006	-0.0060002115	0.008391605	0.007185275	0.009658967	0.008245308	-0.0051252567	-0.005761001	-0.0031477844	-0.00060096616	0.007605618	0.004677159	0.0028991622	0.0075712167	0.0029262474	-0.0024292106	-0.0017452206	0.00033937272	-0.008237411	0.004830211	0.0030541068	0.0046317517	0.00069090934	0.0056494097	0.009003337	0.0013935083	-0.0011097592	-0.007903282	0.0055685355	0.008079093	0.0039929426	0.007312673	0.0072245756	0.0059599457	6.852907e-05	-0.008011901	-0.009935541	-0.0059095137	-0.0013717068	0.004866363	-0.00088354666	-0.009542622	-0.0057996563	0.009586411	0.009761912	-0.002447883	0.0061085317	0.00438484	0.008630388	0.0077479333	0.0025735267	-0.0021009557	0.0025304444	-0.0036155384	-0.00304306	0.0021736799	0.0014290225	0.0016200946	-0.0023053985	-0.0018237354	-0.009795312	0.0020381003	0.0015207598	0.008702848	8.280161e-05	-0.000647667	-0.008644585	-0.0060645603	-0.0032260718	-0.0024578301	-0.0027529227	-0.002126415	0.005380941	-0.007374439	-0.0033465482	-0.0067501133	-0.0038447955	0.0036898288	-0.009055605	-0.0032016437	-0.009537218	0.009104373	0.00454404	-0.005126799	-0.0060429657	-0.008027409	-0.0005339514	0.005073393	0.0016807483	0.0076279994	-0.0031129518	-0.004425728	-0.00044341147	-0.005960679	0.009518641	-0.0062757405	-0.0004251728	0.0004343166
現代學習	-0.008855571	-0.0006321946	-0.000906236	-0.0048119193	-0.007446568	-0.00909777	-0.009839852	-0.00037355203	-0.008203799	0.009193346	-0.0051110135	0.0030490614	0.0034701722	-8.5288186e-05	0.007677428	-0.007783457	-0.005317665	-0.0049527916	-0.007298553	-0.0041081836	-0.0037566158	0.005297699	-0.0039630206	0.0075365384	0.0054655834	0.00802563	-0.00789585	0.009685484	0.0022761098	0.009652479	-0.0029089525	0.009065427	0.0017821518	-0.0085582305	-0.0018019776	-0.0072428756	0.008833566	-0.003916728	-0.005547223	0.0010626552	-0.001493079	-0.008065859	0.0063321544	0.0069171237	0.004854599	0.002340653	-0.0019463236	0.00085499	0.00042201567	-0.0067009865	-0.008367531	-0.0049382164	-0.000920965	-0.006784248	-0.007874004	0.0070409765	-0.002504167	0.0016816745	0.0004752322	0.0046993964	0.0047932253	-0.0040822164	0.0069605317	-0.0025709479	0.006706552	-0.0019060457	-0.0077835885	0.0052026454	-0.009393291	0.005449492	-0.009132672	-0.005861878	0.0020661205	0.00883388	-0.0018241543	-0.007584085	-0.0053373296	0.007920457	0.0045279926	-0.007989662	-0.0022893888	-0.004708914	-0.006449948	0.00693934	0.0023537134	-0.006415793	0.0030121293	-0.0017296722	-0.008768286	-0.0010044602	-0.006302859	-0.0050982423	0.007591034	0.0042103096	-0.0073228218	0.0070220623	0.0014932557	0.0075009065	0.004936768	-0.003219592
重要	0.0061546634	0.0047337776	0.0011721724	0.007726417	-0.007438454	0.008421704	0.0069985953	7.37725e-05	0.0046604513	0.0004031617	-0.0046255453	0.006002424	-0.005073822	-0.0037040864	0.000394979	0.006748091	-0.0023191047	-0.00012745931	-0.009170681	-0.0076864692	-0.008887785	-0.008559617	0.007364133	0.006850178	0.0064447136	-0.008884961	-0.008446628	-0.0043854713	0.0013075015	-0.003310759	-0.00025088573	-0.006537704	0.004614771	-0.0037239178	-0.008664723	0.004845914	0.008062636	-0.009714855	-0.0012715213	0.0065413504	0.004122717	0.0071258815	-0.001692313	-0.0025572986	0.0041793506	-0.0069224676	-0.005208257	0.0020238084	0.0033760562	-0.0076069487	0.00016608422	-0.0027042949	3.4893957e-05	0.009166761	-0.00846888	0.0099081565	-0.0010094988	0.0054451544	-0.0015046025	-0.0037758388	0.0054157465	0.0037486327	-0.007120937	0.0041098255	0.005069776	-0.0022461985	0.008511142	0.0028178298	-0.0033318996	-0.00978442	0.0035003806	-0.005826366	0.005130507	0.0004985111	-0.0006680334	-0.006733837	0.0042289505	-0.006683423	-0.0016441541	0.0067231357	0.008407723	0.009781815	0.009149159	0.001129631	-0.0059880232	0.0067805825	0.006031414	0.009797228	0.0030207373	-0.0071619386	5.736027e-05	-0.00103032	0.0068642157	-0.0021456261	-0.0034306396	-0.008399909	0.0067137186	0.0051157777	-0.009170734	-0.0013293446
